date,actual,mean,naive,seasonal_naive_daily,seasonal_naive_weekly,drift,sarimax,feature_model,foundation_model
2016-05-13 19:00:00,208.33333333333334,97.46163394267658,348.3333333333333,123.33333333333333,126.66666666666667,348.432667343944,217.9917625197156,205.6806946985914,123.8471
2016-05-13 20:00:00,120.0,97.46163394267658,348.3333333333333,100.0,116.66666666666667,348.53200135455467,183.06009976104238,201.44202359332607,109.82022
2016-05-13 21:00:00,63.333333333333336,97.46163394267658,348.3333333333333,71.66666666666667,71.66666666666667,348.63133536516534,136.25173527239738,123.23064542386945,78.34526
2016-05-13 22:00:00,55.0,97.46163394267658,348.3333333333333,60.0,53.333333333333336,348.730669375776,109.97778538328056,63.5908905078261,59.1866
2016-05-13 23:00:00,61.666666666666664,97.46163394267658,348.3333333333333,56.666666666666664,58.333333333333336,348.8300033863867,93.9061338849445,52.09557213547277,59.1866
2016-05-14 00:00:00,58.333333333333336,97.46163394267658,348.3333333333333,55.0,51.666666666666664,348.92933739699737,82.32858985180324,48.817126106050104,56.791763
2016-05-14 01:00:00,63.333333333333336,97.46163394267658,348.3333333333333,53.333333333333336,56.666666666666664,349.02867140760804,74.96884705577267,55.00274310628729,57.476
2016-05-14 02:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,53.333333333333336,349.1280054182187,69.02960543302376,53.8712172466846,56.791763
2016-05-14 03:00:00,60.0,97.46163394267658,348.3333333333333,58.333333333333336,55.0,349.2273394288294,64.88032630208004,58.830238209630906,56.791763
2016-05-14 04:00:00,60.0,97.46163394267658,348.3333333333333,50.0,55.0,349.32667343944007,64.00698739870052,66.14244810922138,58.16024
2016-05-14 05:00:00,56.666666666666664,97.46163394267658,348.3333333333333,58.333333333333336,51.666666666666664,349.4260074500508,71.26440601473395,74.45635692077481,57.476
2016-05-14 06:00:00,63.333333333333336,97.46163394267658,348.3333333333333,146.66666666666666,53.333333333333336,349.5253414606615,81.01957940244309,95.5316435039939,58.16024
2016-05-14 07:00:00,113.33333333333333,97.46163394267658,348.3333333333333,176.66666666666666,148.33333333333334,349.62467547127216,107.57156409254083,124.76072389922884,62.949905
2016-05-14 08:00:00,133.33333333333334,97.46163394267658,348.3333333333333,338.3333333333333,121.66666666666667,349.72400948188283,124.89763403151645,180.2627601689301,72.52924
2016-05-14 09:00:00,118.33333333333333,97.46163394267658,348.3333333333333,93.33333333333333,153.33333333333334,349.8233434924935,109.24848930430045,169.21708503529882,97.50394
2016-05-14 10:00:00,158.33333333333334,97.46163394267658,348.3333333333333,73.33333333333333,178.33333333333334,349.9226775031042,116.04685315817684,148.31477769605928,96.13546
2016-05-14 11:00:00,96.66666666666667,97.46163394267658,348.3333333333333,355.0,161.66666666666666,350.02201151371486,125.20299801338804,154.66748961017467,96.13546
2016-05-14 12:00:00,116.66666666666667,97.46163394267658,348.3333333333333,301.6666666666667,86.66666666666667,350.12134552432553,119.61907018655226,154.26579429731055,84.84552
2016-05-14 13:00:00,113.33333333333333,97.46163394267658,348.3333333333333,268.3333333333333,75.0,350.2206795349362,113.91918220251723,157.3074273535223,84.84553
2016-05-14 14:00:00,106.66666666666667,97.46163394267658,348.3333333333333,318.3333333333333,88.33333333333333,350.3200135455469,109.90835409735088,150.506816391666,79.02951
2016-05-14 15:00:00,130.0,97.46163394267658,348.3333333333333,201.66666666666666,103.33333333333333,350.41934755615756,102.9532494239769,111.5497560690142,80.7401
2016-05-14 16:00:00,111.66666666666667,97.46163394267658,348.3333333333333,351.6666666666667,91.66666666666667,350.51868156676824,135.45121581159916,137.25529869436969,85.87189
2016-05-14 17:00:00,241.66666666666666,97.46163394267658,348.3333333333333,231.66666666666666,83.33333333333333,350.6180155773789,188.2254814021502,153.8625721735977,81.42434
2016-05-14 18:00:00,166.66666666666666,97.46163394267658,348.3333333333333,348.3333333333333,285.0,350.7173495879896,186.79915968995692,189.71121332848298,94.766975
2016-05-14 19:00:00,90.0,97.46163394267658,348.3333333333333,123.33333333333333,120.0,350.81668359860026,131.86277106131058,177.08664711665492,91.00368
2016-05-14 20:00:00,86.66666666666667,97.46163394267658,348.3333333333333,100.0,86.66666666666667,350.91601760921094,114.88469926383307,124.6980829206706,88.266716
2016-05-14 21:00:00,75.0,97.46163394267658,348.3333333333333,71.66666666666667,56.666666666666664,351.0153516198216,80.27068506953306,65.51246737111202,75.950424
2016-05-14 22:00:00,61.666666666666664,97.46163394267658,348.3333333333333,60.0,58.333333333333336,351.1146856304323,65.18100728182694,60.93943355912902,65.002625
2016-05-14 23:00:00,48.333333333333336,97.46163394267658,348.3333333333333,56.666666666666664,56.666666666666664,351.21401964104297,56.53350332934349,62.97439257389974,57.476
2016-05-15 00:00:00,53.333333333333336,97.46163394267658,348.3333333333333,55.0,58.333333333333336,351.31335365165364,53.32742708523391,59.76518146634799,56.791763
